出現形,[細分類],[大分類],[ICDコード],[標準病名],[MedDRA],[抗がん剤有害事象],<間質性肺炎>,<末梢神経障害>,<手足症候群>,<嘔気>,<嘔吐>,<口内炎>,<空咳>
吃逆,-1,-1,R066,しゃっくり,[AMB],吃逆,0,0,0,0,0,0,0
逆行性健忘,-1,-1,R412,逆向性健忘,逆行性健忘,逆行性健忘,0,0,0,0,0,0,0
逆流性食道炎,-1,-1,K210,逆流性食道炎,逆流性食道炎,逆流性食道炎,0,0,0,0,0,0,0
逆流食道炎,-1,-1,K210,逆流性食道炎,逆流性食道炎,逆流性食道炎,0,0,0,0,0,0,0
小丘疹,丘疹,過敏症状,R238,丘疹,丘疹,丘疹,0,0,0,0,0,0,0
丘疹,丘疹,過敏症状,R238,丘疹,丘疹,丘疹,0,0,0,0,0,0,0
紅色丘疹,丘疹,過敏症状,R238,紅色丘疹,丘疹,丘疹,0,0,0,0,0,0,0
急性腎不全,腎機能障害,腎毒性,N179,急性腎不全,急性腎不全,急性腎不全,0,0,0,0,0,0,0
急性副腎不全,-1,-1,E272,副腎クリーゼ,急性副腎皮質機能不全,急性副腎皮質機能不全,0,0,0,0,0,0,0
急性腹症,-1,-1,R100,急性腹症,急性腹症,急性腹症,0,0,0,0,0,0,0
協調運動障害,-1,-1,R278,協調運動障害,協調運動異常,協調運動異常,0,0,0,0,0,0,0
境界型ＤＭ,-1,-1,R730,境界型糖尿病,[AMB],境界型糖尿病,0,0,0,0,0,0,0
強直性けいれん,-1,-1,R568,強直性痙攣,強直性痙攣,強直性痙攣,0,0,0,0,0,0,0
強直性痙攣,-1,-1,R568,強直性痙攣,強直性痙攣,強直性痙攣,0,0,0,0,0,0,0
強迫神経障害,-1,-1,F429,強迫性障害,強迫性障害,強迫性障害,0,0,0,0,0,0,0
狭心症,-1,-1,I209,狭心症,狭心症,狭心症,0,0,0,0,0,0,0
胸水貯留,-1,-1,J90,胸水貯留,胸水,胸水,0,0,0,0,0,0,0
胸水,-1,-1,J90,胸水貯留,胸水,胸水,0,0,0,0,0,0,0
胸水減少傾向,-1,-1,J90,胸水貯留,胸水,胸水,0,0,0,0,0,0,0
胸痛,胸痛,過敏症状,R074,胸痛,胸痛,胸痛,0,0,0,0,0,0,0
胸部痛,胸痛,過敏症状,R074,胸痛,胸痛,胸痛,0,0,0,0,0,0,0
左胸痛,胸痛,過敏症状,R074,胸痛,胸痛,胸痛,0,0,0,0,0,0,0
左胸部痛,胸痛,過敏症状,R074,胸痛,胸痛,胸痛,0,0,0,0,0,0,0
右胸痛,胸痛,過敏症状,R074,胸痛,胸痛,胸痛,0,0,0,0,0,0,0
左側胸部痛,胸痛,過敏症状,R074,胸痛,胸痛,胸痛,0,0,0,0,0,0,0
左前胸部痛,胸痛,過敏症状,R072,前胸部痛,胸痛,胸痛,0,0,0,0,0,0,0
右側胸部痛,胸痛,過敏症状,R074,胸痛,胸痛,胸痛,0,0,0,0,0,0,0
右前胸部痛,胸痛,過敏症状,R072,前胸部痛,胸痛,胸痛,0,0,0,0,0,0,0
右胸部痛,胸痛,過敏症状,R074,胸痛,胸痛,胸痛,0,0,0,0,0,0,0
労作時胸痛,-1,-1,R074,反復性胸痛;胸痛,胸痛,胸痛,0,0,0,0,0,0,0
胸痛発作,-1,-1,R074,胸痛,胸痛,胸痛,0,0,0,0,0,0,0
安静時胸痛,胸痛,過敏症状,R074,胸痛,胸痛,胸痛,0,0,0,0,0,0,0
胸痛症状,胸痛,過敏症状,R074,胸痛,胸痛,胸痛,0,0,0,0,0,0,0
前胸部痛,胸痛,過敏症状,R072,前胸部痛,胸痛,胸痛,0,0,0,0,0,0,0
側胸部痛,胸痛,過敏症状,R073,側胸部痛,胸痛,胸痛,0,0,0,0,0,0,0
胸部違和感,-1,-1,R098,胸部不快感,[AMB],胸部不快感,0,0,0,0,0,0,0
前胸部違和感,-1,-1,R098,胸部不快感,[AMB],胸部不快感,0,0,0,0,0,0,0
絞扼感,-1,-1,R098,胸部不快感,胸部不快感,胸部不快感,0,0,0,0,0,0,0
前胸部不快感,-1,-1,R098,胸部不快感,胸部不快感,胸部不快感,0,0,0,0,0,0,0
胸部不快感,-1,-1,R098,胸部不快感,胸部不快感,胸部不快感,0,0,0,0,0,0,0
左胸部不快感,-1,-1,R098,胸部不快感,胸部不快感,胸部不快感,0,0,0,0,0,0,0
回胸部不快感,-1,-1,R098,胸部不快感,胸部不快感,胸部不快感,0,0,0,0,0,0,0
前胸部圧迫感,-1,-1,R098,胸部不快感,胸部不快感,胸部不快感,0,0,0,0,0,0,0
胸部絞扼感,-1,-1,R074,胸内苦悶,胸部不快感,胸部不快感,0,0,0,0,0,0,0
労作時胸部圧迫感,-1,-1,R098,胸部不快感,胸部不快感,胸部不快感,0,0,0,0,0,0,0
労作時胸部不快感,-1,-1,R098,胸部不快感,胸部不快感,胸部不快感,0,0,0,0,0,0,0
前胸部絞扼感,-1,-1,R098,胸部不快感,胸部不快感,胸部不快感,0,0,0,0,0,0,0
労作時胸部絞扼感,-1,-1,R074,胸内苦悶,胸部不快感,胸部不快感,0,0,0,0,0,0,0
締め付け感,-1,-1,[AMB],[AMB],胸部不快感,胸部不快感,0,0,0,0,0,0,0
胸膜炎,-1,-1,R091,胸膜炎,胸膜炎,胸膜炎,0,0,0,0,0,0,0
左頬部腫脹,-1,-1,R220,頬部腫脹,局所腫脹,局所腫脹,0,0,0,0,0,0,0
右頚部腫脹,-1,-1,R221,側頚部腫脹,局所腫脹,局所腫脹,0,0,0,0,0,0,0
左頸部腫脹,-1,-1,R221,側頚部腫脹,局所腫脹,局所腫脹,0,0,0,0,0,0,0
頸部腫脹,-1,-1,R221,頚部腫脹,局所腫脹,局所腫脹,0,0,0,0,0,0,0
左頚部腫脹,-1,-1,R221,側頚部腫脹,局所腫脹,局所腫脹,0,0,0,0,0,0,0
右頬部腫脹,-1,-1,R220,頬部腫脹,局所腫脹,局所腫脹,0,0,0,0,0,0,0
軽度下腿浮腫,-1,-1,R600,下腿浮腫,局所腫脹,局所腫脹,0,0,0,0,0,0,0
右頸部腫脹,-1,-1,R221,側頚部腫脹,局所腫脹,局所腫脹,0,0,0,0,0,0,0
右顎下部腫脹,-1,-1,R220,顎下部腫脹,局所腫脹,局所腫脹,0,0,0,0,0,0,0
左顎下部腫脹,-1,-1,R220,顎下部腫脹,局所腫脹,局所腫脹,0,0,0,0,0,0,0
頚部腫脹,-1,-1,R221,頚部腫脹,局所腫脹,局所腫脹,0,0,0,0,0,0,0
筋固縮,-1,-1,R208,こわばり,筋固縮,筋固縮,0,0,0,0,0,0,0
こわばり,-1,-1,R208,こわばり,筋骨格硬直,筋骨格硬直,0,0,0,0,0,0,0
こわばり（握りにくさ,-1,-1,R208,こわばり,筋骨格硬直,筋骨格硬直,0,0,0,0,0,0,0
肩こり,-1,-1,M6281,肩こり,筋骨格硬直,筋骨格硬直,0,0,0,0,0,0,0
こわばり感,-1,-1,R208,こわばり感,筋骨格硬直,筋骨格硬直,0,0,0,0,0,0,0
頸部、肩こり程度,-1,-1,M6281,肩こり,筋骨格硬直,筋骨格硬直,0,0,0,0,0,0,0
肩こり悪化,-1,-1,M6281,肩こり,筋骨格硬直,筋骨格硬直,0,0,0,0,0,0,0
筋肉痛,-1,-1,M7919,筋肉痛,筋肉痛,筋肉痛,0,0,0,0,0,0,0
全身筋肉痛,-1,-1,M7910,多発性筋肉痛,筋肉痛,筋肉痛,0,0,0,0,0,0,0
筋力低下,-1,-1,R298,筋力低下,筋力低下,筋力低下,0,0,0,0,0,0,0
体力低下,-1,-1,R53,体力低下,筋力低下,筋力低下,0,0,0,0,0,0,0
下肢筋力低下,-1,-1,R298,筋力低下,筋力低下,筋力低下,0,0,0,0,0,0,0
四肢筋力低下,-1,-1,R298,四肢筋力低下,筋力低下,筋力低下,0,0,0,0,0,0,0
こむら返り,-1,-1,R252,こむら返り,筋痙縮,筋痙縮,0,0,0,0,0,0,0
筋痙縮,-1,-1,R252,筋痙縮,筋痙縮,筋痙縮,0,0,0,0,0,0,0
緊張,-1,-1,[AMB],[AMB],緊張,緊張,0,0,0,0,0,0,0
ＬＶＥＦ軽度低下,-1,-1,[AMB],[AMB],[AMB],駆出率減少,0,0,0,0,0,0,0
ＥＦ低下,-1,-1,[AMB],[AMB],駆出率減少,駆出率減少,0,0,0,0,0,0,0
ＬＶＥＦ低値,-1,-1,[AMB],[AMB],駆出率減少,駆出率減少,0,0,0,0,0,0,0
眠気,-1,-1,F511,非器質性過眠症,傾眠,傾眠,0,0,0,0,0,0,0
傾眠,-1,-1,R400,傾眠症,傾眠,傾眠,0,0,0,0,0,0,0
日中眠気,-1,-1,F511,非器質性過眠症,傾眠,傾眠,0,0,0,0,0,0,0
軽度眠気,-1,-1,F511,非器質性過眠症,傾眠,傾眠,0,0,0,0,0,0,0
眠たい,-1,-1,R400,傾眠症,傾眠,傾眠,0,0,0,0,0,0,0
憩室炎,-1,-1,K573,腸憩室炎,憩室炎,憩室炎,0,0,0,0,0,0,0
頸部腫瘤,-1,-1,R221,頚部腫瘤,頚部腫瘤,頚部腫瘤,0,0,0,0,0,0,0
左頸部腫瘤,-1,-1,R221,側頚部腫瘤,頚部腫瘤,頚部腫瘤,0,0,0,0,0,0,0
右頚部腫瘤,-1,-1,R221,頚部腫瘤,頚部腫瘤,頚部腫瘤,0,0,0,0,0,0,0
右頸部腫瘤,-1,-1,R221,側頚部腫瘤,頚部腫瘤,頚部腫瘤,0,0,0,0,0,0,0
左頚部腫瘤,-1,-1,R221,側頚部腫瘤,頚部腫瘤,頚部腫瘤,0,0,0,0,0,0,0
前頸部腫瘤,-1,-1,R221,頚部腫瘤,頚部腫瘤,頚部腫瘤,0,0,0,0,0,0,0
頚部腫瘤,-1,-1,R221,頚部腫瘤,頚部腫瘤,頚部腫瘤,0,0,0,0,0,0,0
興奮,-1,-1,R451,興奮状態,激越,激越,0,0,0,0,0,0,0
激越,-1,-1,R451,激越,激越,激越,0,0,0,0,0,0,0
易怒性,-1,-1,R454,易怒性,激越,激越,0,0,0,0,0,0,0
興奮状態,-1,-1,R451,興奮状態,激越,激越,0,0,0,0,0,0,0
興奮気味,-1,-1,R451,興奮状態,激越,激越,0,0,0,0,0,0,0
欠乏性貧血,貧血,血液毒性,D649,貧血,欠乏性貧血,欠乏性貧血,0,0,0,0,0,0,0
結膜炎,-1,-1,H109,結膜炎,結膜炎,結膜炎,0,0,0,0,0,0,0
眼瞼結膜蒼白,-1,-1,R231,蒼白,結膜蒼白,結膜蒼白,0,0,0,0,0,0,0
ＢＰ上昇,-1,-1,R030,非特異的血圧上昇,[AMB],血圧上昇,0,0,0,0,0,0,0
血圧上昇,-1,-1,R030,非特異的血圧上昇,血圧上昇,血圧上昇,0,0,0,0,0,0,0
血圧高め,-1,-1,R030,非特異的血圧上昇,血圧上昇,血圧上昇,0,0,0,0,0,0,0
血圧高,-1,-1,R030,非特異的血圧上昇,血圧上昇,血圧上昇,0,0,0,0,0,0,0
ＢＰ低下,血圧低下,過敏症状,R031,非特異性低血圧症,血圧低下,血圧低下,0,0,0,0,0,0,0
血圧減少,血圧低下,過敏症状,R031,非特異性低血圧症,血圧低下,血圧低下,0,0,0,0,0,0,0
血圧低下,血圧低下,過敏症状,R031,非特異性低血圧症,血圧低下,血圧低下,0,0,0,0,0,0,0
血圧低下傾向,血圧低下,過敏症状,R031,非特異性低血圧症,血圧低下,血圧低下,0,0,0,0,0,0,0
血液毒性,-1,-1,[AMB],[AMB],血液毒性,血液毒性,0,0,0,0,0,0,0
血管炎,-1,-1,[AMB],[AMB],血管炎,血管炎,0,0,0,0,0,0,0
血管外漏出,漏出性皮膚障害,皮膚毒性,[AMB],[AMB],注射部位血管外漏出,血管外漏出,0,0,0,0,0,0,0
血管痛,-1,-1,[AMB],[AMB],血管障害,血管障害,0,0,0,0,0,0,0
クインケ浮腫,-1,-1,T783,クインケ浮腫,血管浮腫,血管浮腫,0,0,0,0,0,0,0
血小板減少症,血小板減少,血液毒性,D696,血小板減少症,血小板減少症,血小板減少症,0,0,0,0,0,0,0
血小板減少,血小板減少,血液毒性,D696,血小板減少症,血小板数減少,血小板数減少,0,0,0,0,0,0,0
血性腹水,-1,-1,R18,血性腹水,血性腹水,血性腹水,0,0,0,0,0,0,0
血栓症,-1,-1,[AMB],[AMB],血栓症,血栓症,0,0,0,0,0,0,0
血栓,-1,-1,[AMB],[AMB],血栓症,血栓症,0,0,0,0,0,0,0
血糖上昇,-1,-1,R739,高血糖症,血中ブドウ糖増加,血中ブドウ糖増加,0,0,0,0,0,0,0
高ＬＤＨ血症,-1,-1,R740,高ＬＤＨ血症,[AMB],血中乳酸脱水素酵素増加,0,0,0,0,0,0,0
無症候性血尿,-1,-1,R31,無症候性血尿,[AMB],血尿,0,0,0,0,0,0,0
血尿,-1,-1,R31,血尿,血尿,血尿,0,0,0,0,0,0,0
クラスⅡ．血尿,-1,-1,R31,血尿,血尿,血尿,0,0,0,0,0,0,0
無症候性肉眼的血尿,-1,-1,R31,肉眼的血尿,血尿,血尿,0,0,0,0,0,0,0
肉眼的血尿,-1,-1,R31,肉眼的血尿,血尿,血尿,0,0,0,0,0,0,0
顕微鏡的血尿,-1,-1,R31,顕微鏡的血尿,血尿,血尿,0,0,0,0,0,0,0
赤色尿,-1,-1,R31,血尿,血尿,血尿,0,0,0,0,0,0,0
血便,-1,-1,K921,血便,血便排泄,血便排泄,0,0,0,0,0,0,0
月経過多,-1,-1,N920,過長月経;過多月経;頻発月経,月経過多,月経過多,0,0,0,0,0,0,0
生理痛,-1,-1,N946,月経痛,月経困難症,月経困難症,0,0,0,0,0,0,0
だるさ,-1,-1,R53,倦怠感,[AMB],倦怠感,0,0,0,0,0,0,0
怠さ,-1,-1,R53,倦怠感,[AMB],倦怠感,0,0,0,0,0,0,0
しんどさ,-1,-1,R53,倦怠感,[AMB],倦怠感,0,0,0,0,0,0,0
倦怠感,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
左下肢倦怠感,-1,-1,R53,下肢倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
右下肢倦怠感,-1,-1,R53,下肢倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
両下肢倦怠感,-1,-1,R53,下肢倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
下肢倦怠感,-1,-1,R53,下肢倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
全身倦怠感,-1,-1,R53,全身倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
月全身倦怠感,-1,-1,R53,全身倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
軽度倦怠感,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
倦怠感Ｇ２,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
倦怠感Ｇ,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
倦怠感持続,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
だるさくらい,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
倦怠感著明,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
倦怠感Ｇ１,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
倦怠感減少,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
Ｇ２倦怠感,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
Ｇ３倦怠感,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
倦怠感状況,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
倦怠感自制内,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
Ｇ１倦怠感,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
倦怠感増悪,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
重だるさ,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
だらだら倦怠感持続,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
倦怠感→Ｇ２,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
倦怠感Ｇ１程度,-1,-1,R53,倦怠感,倦怠感,倦怠感,0,0,0,0,0,0,0
物忘れ,-1,-1,R413,健忘症,健忘,健忘,0,0,0,0,0,0,0
健忘症状,-1,-1,R413,健忘症,健忘,健忘,0,0,0,0,0,0,0
健忘,-1,-1,R413,健忘症,健忘,健忘,0,0,0,0,0,0,0
忘れ,-1,-1,R413,健忘症,健忘,健忘,0,0,0,0,0,0,0
見当識障害,-1,-1,R410,見当識障害,失見当識,見当識障害,0,0,0,0,0,0,0
幻覚症状,-1,-1,R443,幻覚,幻覚,幻覚,0,0,0,0,0,0,0
幻覚,-1,-1,R443,幻覚,幻覚,幻覚,0,0,0,0,0,0,0
幻視,-1,-1,R441,幻視,幻視,幻視,0,0,0,0,0,0,0
命令性幻聴,-1,-1,R440,幻聴,幻聴,幻聴,0,0,0,0,0,0,0
対話性幻聴,-1,-1,R440,幻聴,幻聴,幻聴,0,0,0,0,0,0,0
幻聴,-1,-1,R440,幻聴,幻聴,幻聴,0,0,0,0,0,0,0
呼吸苦,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,呼吸困難,[AMB],呼吸困難,0,0,0,0,0,0,0
息苦しさ,呼吸困難,心毒性;呼吸毒性;過敏症状,R068,窒息感,[AMB],呼吸困難,0,0,0,0,0,0,0
呼吸苦症状,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,呼吸困難,[AMB],呼吸困難,0,0,0,0,0,0,0
軽度呼吸苦,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,呼吸困難,[AMB],呼吸困難,0,0,0,0,0,0,0
息切れ,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,息切れ,呼吸困難,呼吸困難,0,0,0,0,0,0,0
呼吸困難感,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,呼吸困難,呼吸困難,呼吸困難,0,0,0,0,0,0,0
朝呼吸困難感,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,呼吸困難,呼吸困難,呼吸困難,0,0,0,0,0,0,0
努力様呼吸,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,起坐呼吸,呼吸困難,呼吸困難,0,0,0,0,0,0,0
軽度呼吸困難,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,呼吸困難,呼吸困難,呼吸困難,0,0,0,0,0,0,0
呼吸困難症状,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,呼吸困難,呼吸困難,呼吸困難,0,0,0,0,0,0,0
息切,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,息切れ,呼吸困難,呼吸困難,0,0,0,0,0,0,0
呼吸困難,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,呼吸困難,呼吸困難,呼吸困難,0,0,0,0,0,0,0
努力性呼吸,呼吸困難,心毒性;呼吸毒性;過敏症状,R068,努力性呼吸,呼吸困難,呼吸困難,0,0,0,0,0,0,0
息苦しさ息切れ,呼吸困難,心毒性;呼吸毒性;過敏症状,[AMB],[AMB],呼吸困難,呼吸困難,0,0,0,0,0,0,0
階段息切れ,呼吸困難,心毒性;呼吸毒性;過敏症状,R060,息切れ,呼吸困難,呼吸困難,0,0,0,0,0,0,0
混合性換気障害,-1,-1,R942,混合性換気障害,[AMB],呼吸障害,0,0,0,0,0,0,0
周期性呼吸,-1,-1,R063,周期性呼吸,[AMB],呼吸障害,0,0,0,0,0,0,0
軽度陥没呼吸,-1,-1,R068,異常呼吸,肋間陥入,呼吸障害,0,0,0,0,0,0,0
呼吸停止,-1,-1,R092,呼吸停止,呼吸停止,呼吸停止,0,0,0,0,0,0,0
換気障害,-1,-1,R942,肺換気不全,[AMB],呼吸不全,0,0,0,0,0,0,0
換気不全,-1,-1,R942,肺換気不全,呼吸不全,呼吸不全,0,0,0,0,0,0,0
換気不良,-1,-1,R942,肺換気不全,呼吸不全,呼吸不全,0,0,0,0,0,0,0
呼吸麻痺,-1,-1,R068,呼吸麻痺,呼吸麻痺,呼吸麻痺,0,0,0,0,0,0,0
鼓腸,-1,-1,R14,鼓腸,鼓腸,鼓腸,0,0,0,0,0,0,0
後腹膜リンパ節腫大,-1,-1,R599,リンパ節腫大,後腹膜リンパ節腫脹,後腹膜リンパ節腫脹,0,0,0,0,0,0,0
後腹膜腫瘤,-1,-1,R190,後腹膜腫瘤,[AMB],後腹膜腫瘤,0,0,0,0,0,0,0
むせ,-1,-1,R05,咳,[AMB],誤嚥,0,0,0,0,0,0,0
舌しびれ,-1,-1,R198,口腔内感覚異常症,口の感覚鈍麻,口の感覚鈍麻,0,0,0,0,0,0,0
口渇,-1,-1,R631,口渇症,口渇,口渇,0,0,0,0,0,0,0
口渇感,-1,-1,R631,口渇症,口渇,口渇,0,0,0,0,0,0,0
咽頭痛,-1,-1,J029,咽頭痛,口腔咽頭痛,口腔咽頭痛,0,0,0,0,0,0,0
咽頭痛軽度,-1,-1,J029,咽頭痛,口腔咽頭痛,口腔咽頭痛,0,0,0,0,0,0,0
喉痛,-1,-1,J029,咽頭痛,口腔咽頭痛,口腔咽頭痛,0,0,0,0,0,0,0
咽頭違和感,-1,-1,F453,咽頭異常感症,口腔咽頭不快感,口腔咽頭不快感,0,0,0,0,0,0,0
咽頭部違和感,-1,-1,F453,咽頭異常感症,口腔咽頭不快感,口腔咽頭不快感,0,0,0,0,0,0,0
白苔,-1,-1,L900,白色苔癬,[AMB],口腔障害,0,0,0,0,0,0,0
口唇ヘルペス,-1,-1,B001,口唇ヘルペス,口腔ヘルペス,口唇ヘルペス,0,0,0,0,0,0,0
口腔内乾燥感,-1,-1,R682,口内乾燥,口内乾燥,口内乾燥,0,0,0,0,0,0,0
口腔内乾燥,-1,-1,R682,口内乾燥,口内乾燥,口内乾燥,0,0,0,0,0,0,0
口腔乾燥,-1,-1,R682,口内乾燥,口内乾燥,口内乾燥,0,0,0,0,0,0,0
好中球減少症,好中球減少,血液毒性,D70,好中球減少症,好中球減少症,好中球減少症,0,0,0,0,0,0,0
性好中球減少症,好中球減少,血液毒性,D70,好中球減少症,好中球減少症,好中球減少症,0,0,0,0,0,0,0
好中球減少Ｇ１,好中球減少,血液毒性,D70,好中球減少症,好中球減少症,好中球減少症,0,0,0,0,0,0,0
好中球減少遷延,好中球減少,血液毒性,D70,好中球減少症,好中球減少症,好中球減少症,0,0,0,0,0,0,0
好中球減少Ｇ３,好中球減少,血液毒性,D70,好中球減少症,好中球減少症,好中球減少症,0,0,0,0,0,0,0
Ｇ４好中球減少,好中球減少,血液毒性,D70,好中球減少症,好中球減少症,好中球減少症,0,0,0,0,0,0,0
ＡＮＣ低値,好中球減少,血液毒性,D70,好中球減少症,[AMB],好中球数減少,0,0,0,0,0,0,0
Ａ）好中球低値,好中球減少,血液毒性,D70,好中球減少症,[AMB],好中球数減少,0,0,0,0,0,0,0
好中球減少,好中球減少,血液毒性,D70,好中球減少症,好中球数減少,好中球数減少,0,0,0,0,0,0,0
好中球数減少,好中球減少,血液毒性,D70,好中球減少症,好中球数減少,好中球数減少,0,0,0,0,0,0,0
拘束性換気障害,-1,-1,R942,拘束性換気障害,[AMB],拘束性肺疾患,0,0,0,0,0,0,0
衝動性亢進,-1,-1,R456,暴力行為,攻撃性,攻撃性,0,0,0,0,0,0,0
呂律不良,-1,-1,R471,構音障害,[AMB],構音障害,0,0,0,0,0,0,0
呂律障害,-1,-1,R471,構音障害,[AMB],構音障害,0,0,0,0,0,0,0
軽度構音障害,-1,-1,R471,構音障害,構音障害,構音障害,0,0,0,0,0,0,0
構音障害,-1,-1,R471,構音障害,構音障害,構音障害,0,0,0,0,0,0,0
構語障害,-1,-1,R471,構語障害,構語障害,構語障害,0,0,0,0,0,0,0
発語困難,-1,-1,R471,発語障害,発声障害,構語障害,0,0,0,0,0,0,0
甲状腺癌,-1,-1,C73,甲状腺癌,甲状腺癌,甲状腺癌,0,0,0,0,0,0,0
甲状腺機能検査異常,-1,-1,R946,甲状腺機能検査異常,甲状腺機能検査異常,甲状腺機能検査異常,0,0,0,0,0,0,0
コロコロ便,便秘,消化器毒性,R195,便異常,硬便,硬便,0,0,0,0,0,0,0
Ｇ１硬宿便,便秘,消化器毒性,R195,便異常,硬便,硬便,0,0,0,0,0,0,0
現状硬便,便秘,消化器毒性,R195,便異常,硬便,硬便,0,0,0,0,0,0,0
項部硬直,-1,-1,R298,項部硬直,項部硬直,項部硬直,0,0,0,0,0,0,0
高ＩｇＧ血症,-1,-1,R771,高ＩｇＧ血症,[AMB],高ＩｇＧ血症,0,0,0,0,0,0,0
高アミラーゼ血症,-1,-1,R748,高アミラーゼ血症,高アミラーゼ血症,高アミラーゼ血症,0,0,0,0,0,0,0
高ビリルビン血症,-1,-1,R798,高ビリルビン血症,高ビリルビン血症,高ビリルビン血症,0,0,0,0,0,0,0
高血圧,-1,-1,I10,高血圧症,高血圧,高血圧,0,0,0,0,0,0,0
白衣高血圧,-1,-1,R030,白衣高血圧,高血圧,高血圧,0,0,0,0,0,0,0
高血糖,-1,-1,R739,高血糖症,高血糖,高血糖,0,0,0,0,0,0,0
食後高血糖,-1,-1,R739,高血糖症,高血糖,高血糖,0,0,0,0,0,0,0
血糖高,-1,-1,R739,高血糖症,高血糖,高血糖,0,0,0,0,0,0,0
高ＣＯ２血症,-1,-1,R068,高炭酸ガス血症,[AMB],高炭酸ガス血症,0,0,0,0,0,0,0
ＣＯ２ナルコーシス,-1,-1,R068,ＣＯ２ナルコーシス,高炭酸ガス血症,高炭酸ガス血症,0,0,0,0,0,0,0
高乳酸血症,-1,-1,R798,高乳酸血症,高乳酸血症,高乳酸血症,0,0,0,0,0,0,0
骨髄抑制期,-1,-1,D619,骨髄機能低下,骨髄機能不全,骨髄機能不全,0,0,0,0,0,0,0
多発骨髄転移,-1,-1,C795,骨髄転移,骨髄転移,骨髄転移,0,0,0,0,0,0,0
骨髄浮腫,-1,-1,R937,骨髄浮腫,骨髄浮腫,骨髄浮腫,0,0,0,0,0,0,0
骨髄抑制,-1,-1,D758,骨髄機能低下,骨髄機能不全,骨髄抑制,0,0,0,0,0,0,0
骨骨折,-1,-1,T1420,骨折,[AMB],骨折,0,0,0,0,0,0,0
骨痛,-1,-1,M8989,骨痛,骨痛,骨痛,0,0,0,0,0,0,0
ラスタ骨痛,-1,-1,M8989,骨痛,骨痛,骨痛,0,0,0,0,0,0,0
転移性脊椎腫瘍,-1,-1,C795,転移性骨腫瘍,[AMB],[NOADE],0,0,0,0,0,0,0
骨転移,-1,-1,C795,骨転移癌,骨転移,[NOADE],0,0,0,0,0,0,0
多発性骨転移,-1,-1,C795,骨転移癌,骨転移,[NOADE],0,0,0,0,0,0,0
多発骨転移,-1,-1,C795,骨転移癌,骨転移,[NOADE],0,0,0,0,0,0,0
多発肋骨転移,-1,-1,C795,肋骨転移,骨転移,[NOADE],0,0,0,0,0,0,0
多発骨盤転移,-1,-1,C795,骨盤転移,骨転移,[NOADE],0,0,0,0,0,0,0
胸骨骨転移,-1,-1,C795,骨転移癌,骨転移,[NOADE],0,0,0,0,0,0,0
多発骨転移増悪,-1,-1,C795,骨転移癌,骨転移,[NOADE],0,0,0,0,0,0,0
骨転移部,-1,-1,C795,骨転移癌,骨転移,[NOADE],0,0,0,0,0,0,0
骨盤内腫瘤,-1,-1,R190,骨盤内腫瘤,骨盤腔内腫瘤,骨盤腔内腫瘤,0,0,0,0,0,0,0
